Service is recall at 18/06/2022 18:52:51
 trade date 18/06/2022 19:01:11 period 3 volume:129.801809848194
 trade date 18/06/2022 19:01:11 period 4 volume:433.199697375856
 trade date 18/06/2022 19:01:11 period 5 volume:974.136297578987
 trade date 18/06/2022 19:01:11 period 6 volume:48.8359085511583
 trade date 18/06/2022 19:01:11 period 7 volume:465.328027710937
 trade date 18/06/2022 19:01:11 period 8 volume:550.187457143416
 trade date 18/06/2022 19:01:11 period 9 volume:523.375480679504
 trade date 18/06/2022 19:01:11 period 10 volume:269.490549000674
 trade date 18/06/2022 19:01:11 period 11 volume:591.091603315944
 trade date 18/06/2022 19:01:11 period 12 volume:250.940552563845
 trade date 18/06/2022 19:01:11 period 13 volume:929.667271640928
 trade date 18/06/2022 19:01:11 period 14 volume:671.283247727567
 trade date 18/06/2022 19:01:11 period 15 volume:923.650777863176
 trade date 18/06/2022 19:01:11 period 16 volume:281.59824026823
 trade date 18/06/2022 19:01:11 period 17 volume:915.329161526323
 trade date 18/06/2022 19:01:11 period 18 volume:325.745375512981
 trade date 18/06/2022 19:01:11 period 19 volume:448.393768839721
 trade date 18/06/2022 19:01:11 period 20 volume:604.528014363967
 trade date 18/06/2022 19:01:11 period 21 volume:185.771900315663
 trade date 18/06/2022 19:01:11 period 22 volume:489.259359188964
 trade date 18/06/2022 19:01:11 period 23 volume:905.976246998634
 trade date 18/06/2022 19:01:11 period 24 volume:535.882795013433
 trade date 18/06/2022 19:01:11 period 1 volume:541.574489111814
 trade date 18/06/2022 19:01:11 period 2 volume:747.699434751505
 trade date 18/06/2022 19:01:11 period 3 volume:100.524199707678
 trade date 18/06/2022 19:01:11 period 4 volume:75.6777967678745
 trade date 18/06/2022 19:01:11 period 5 volume:753.090582207353
 trade date 18/06/2022 19:01:11 period 6 volume:961.375772003725
 trade date 18/06/2022 19:01:11 period 7 volume:533.172501499379
 trade date 18/06/2022 19:01:11 period 8 volume:95.5923279261181
 trade date 18/06/2022 19:01:11 period 9 volume:659.519878523201
 trade date 18/06/2022 19:01:11 period 10 volume:924.393885268082
 trade date 18/06/2022 19:01:11 period 11 volume:704.668060273243
 trade date 18/06/2022 19:01:11 period 12 volume:665.529718001154
 trade date 18/06/2022 19:01:11 period 13 volume:99.2549239188689
 trade date 18/06/2022 19:01:11 period 14 volume:788.429939555204
 trade date 18/06/2022 19:01:11 period 15 volume:204.208293093465
 trade date 18/06/2022 19:01:11 period 16 volume:219.40881303484
 trade date 18/06/2022 19:01:11 period 17 volume:613.032223010916
 trade date 18/06/2022 19:01:11 period 18 volume:446.139297655848
 trade date 18/06/2022 19:01:11 period 19 volume:610.591915720418
 trade date 18/06/2022 19:01:11 period 20 volume:49.6612782821345
 trade date 18/06/2022 19:01:11 period 21 volume:53.3994725222697
 trade date 18/06/2022 19:01:11 period 22 volume:643.082655800079
 trade date 18/06/2022 19:01:11 period 23 volume:225.204122357631
 trade date 18/06/2022 19:01:11 period 24 volume:917.256019039664
 trade date 18/06/2022 19:01:11 period 1 volume:340.657206876509
 trade date 18/06/2022 19:01:11 period 2 volume:0.488366000581703
 trade date 18/06/2022 19:01:11 period 3 volume:159.474748261028
 trade date 18/06/2022 19:01:11 period 4 volume:503.587058514164
 trade date 18/06/2022 19:01:11 period 5 volume:640.866944399135
 trade date 18/06/2022 19:01:11 period 6 volume:389.658322273594
 trade date 18/06/2022 19:01:11 period 7 volume:969.920823336542
 trade date 18/06/2022 19:01:11 period 8 volume:90.0485697621706
 trade date 18/06/2022 19:01:11 period 9 volume:184.628746558274
 trade date 18/06/2022 19:01:11 period 10 volume:758.690691906349
 trade date 18/06/2022 19:01:11 period 11 volume:791.520315591023
 trade date 18/06/2022 19:01:11 period 12 volume:298.652606689675
 trade date 18/06/2022 19:01:11 period 13 volume:186.228235338921
 trade date 18/06/2022 19:01:11 period 14 volume:28.4212399406458
 trade date 18/06/2022 19:01:11 period 15 volume:610.223346208326
 trade date 18/06/2022 19:01:11 period 16 volume:895.534938152663
 trade date 18/06/2022 19:01:11 period 17 volume:250.000998028554
 trade date 18/06/2022 19:01:11 period 18 volume:526.172053313894
 trade date 18/06/2022 19:01:11 period 19 volume:993.054021146639
 trade date 18/06/2022 19:01:11 period 20 volume:604.230432586852
 trade date 18/06/2022 19:01:11 period 21 volume:441.606517621133
 trade date 18/06/2022 19:01:11 period 22 volume:511.23920339683
 trade date 18/06/2022 19:01:11 period 23 volume:708.660146085853
 trade date 18/06/2022 19:01:11 period 24 volume:258.422908959176
 trade date 18/06/2022 19:01:11 period 1 volume:525.028419459718
 trade date 18/06/2022 19:01:11 period 2 volume:812.693990679781
 trade date 18/06/2022 19:01:11 period 3 volume:925.946875440863
 trade date 18/06/2022 19:01:11 period 4 volume:158.973803817748
 trade date 18/06/2022 19:01:11 period 5 volume:232.14036423347
 trade date 18/06/2022 19:01:11 period 6 volume:190.83134745752
 trade date 18/06/2022 19:01:11 period 7 volume:494.465841210664
 trade date 18/06/2022 19:01:11 period 8 volume:540.950210551242
 trade date 18/06/2022 19:01:11 period 9 volume:695.7542461789
 trade date 18/06/2022 19:01:11 period 10 volume:43.6376817727637
 trade date 18/06/2022 19:01:11 period 11 volume:928.985469475847
 trade date 18/06/2022 19:01:11 period 12 volume:247.195558737589
 trade date 18/06/2022 19:01:11 period 13 volume:46.7047579803992
 trade date 18/06/2022 19:01:11 period 14 volume:104.855181698154
 trade date 18/06/2022 19:01:11 period 15 volume:546.147349079208
 trade date 18/06/2022 19:01:11 period 16 volume:763.926930615644
 trade date 18/06/2022 19:01:11 period 17 volume:39.6134988589275
 trade date 18/06/2022 19:01:11 period 18 volume:248.258683946104
 trade date 18/06/2022 19:01:11 period 19 volume:662.531651399346
 trade date 18/06/2022 19:01:11 period 20 volume:224.469679046641
 trade date 18/06/2022 19:01:11 period 21 volume:641.360301823057
 trade date 18/06/2022 19:01:11 period 22 volume:33.1599004721082
 trade date 18/06/2022 19:01:11 period 23 volume:459.633512636476
 trade date 18/06/2022 19:01:11 period 24 volume:732.614490079048
 trade date 18/06/2022 19:01:11 period 1 volume:710.095696947582
 trade date 18/06/2022 19:01:11 period 2 volume:584.362023782154
 trade date 18/06/2022 19:01:11 period 3 volume:382.021947476092
 trade date 18/06/2022 19:01:11 period 4 volume:916.127567140445
 trade date 18/06/2022 19:01:11 period 5 volume:965.517413320727
 trade date 18/06/2022 19:01:11 period 6 volume:213.674242707749
 trade date 18/06/2022 19:01:11 period 7 volume:467.68228405513
 trade date 18/06/2022 19:01:11 period 8 volume:760.462054871238
 trade date 18/06/2022 19:01:11 period 9 volume:581.153624496029
 trade date 18/06/2022 19:01:11 period 10 volume:704.865972839699
 trade date 18/06/2022 19:01:11 period 11 volume:969.033832647388
 trade date 18/06/2022 19:01:11 period 12 volume:818.509507839805
 trade date 18/06/2022 19:01:11 period 13 volume:300.456716353286
 trade date 18/06/2022 19:01:11 period 14 volume:772.582095476138
 trade date 18/06/2022 19:01:11 period 15 volume:950.483836210558
 trade date 18/06/2022 19:01:11 period 16 volume:157.08517616479
 trade date 18/06/2022 19:01:11 period 17 volume:720.799411517009
 trade date 18/06/2022 19:01:11 period 18 volume:766.565601698386
 trade date 18/06/2022 19:01:11 period 19 volume:560.798828751221
 trade date 18/06/2022 19:01:11 period 20 volume:148.763559827937
 trade date 18/06/2022 19:01:11 period 21 volume:764.94654676176
 trade date 18/06/2022 19:01:11 period 22 volume:299.630209011785
 trade date 18/06/2022 19:01:11 period 23 volume:839.581467602207
 trade date 18/06/2022 19:01:11 period 24 volume:886.141691303878
 trade date 18/06/2022 19:01:11 period 1 volume:531.338426066254
 trade date 18/06/2022 19:01:11 period 2 volume:758.810479547275
 trade date 18/06/2022 19:01:11 period 3 volume:738.396551338209
 trade date 18/06/2022 19:01:11 period 4 volume:782.764009564539
 trade date 18/06/2022 19:01:11 period 5 volume:9.30288341329567
 trade date 18/06/2022 19:01:11 period 6 volume:317.760190143138
 trade date 18/06/2022 19:01:11 period 7 volume:66.3749133545789
 trade date 18/06/2022 19:01:11 period 8 volume:435.330392064215
 trade date 18/06/2022 19:01:11 period 9 volume:895.000858649146
 trade date 18/06/2022 19:01:11 period 10 volume:97.8421094351644
 trade date 18/06/2022 19:01:11 period 11 volume:200.591469276972
 trade date 18/06/2022 19:01:11 period 12 volume:561.677769088036
 trade date 18/06/2022 19:01:11 period 13 volume:723.80241599111
 trade date 18/06/2022 19:01:11 period 14 volume:142.990291185207
 trade date 18/06/2022 19:01:11 period 15 volume:941.727302010044
 trade date 18/06/2022 19:01:11 period 16 volume:956.264632733662
 trade date 18/06/2022 19:01:11 period 17 volume:846.70263754516
 trade date 18/06/2022 19:01:11 period 18 volume:247.943660359803
 trade date 18/06/2022 19:01:11 period 19 volume:372.70617548968
 trade date 18/06/2022 19:01:11 period 20 volume:365.088562651113
 trade date 18/06/2022 19:01:11 period 21 volume:73.4331221661685
 trade date 18/06/2022 19:01:11 period 22 volume:245.503353069305
 trade date 18/06/2022 19:01:11 period 23 volume:976.228156115966
 trade date 18/06/2022 19:01:11 period 24 volume:807.896119452965
 trade date 18/06/2022 19:01:11 period 1 volume:35.8357825483362
 trade date 18/06/2022 19:01:11 period 2 volume:686.864129587479
 trade date 18/06/2022 19:01:11 period 3 volume:724.99124180758
 trade date 18/06/2022 19:01:11 period 4 volume:653.793077289031
 trade date 18/06/2022 19:01:11 period 5 volume:275.497124193002
 trade date 18/06/2022 19:01:11 period 6 volume:505.681670971998
 trade date 18/06/2022 19:01:11 period 7 volume:228.089934321162
 trade date 18/06/2022 19:01:11 period 8 volume:135.185273427137
 trade date 18/06/2022 19:01:11 period 9 volume:161.568387952432
 trade date 18/06/2022 19:01:11 period 10 volume:834.735549909405
 trade date 18/06/2022 19:01:11 period 11 volume:928.480181809738
 trade date 18/06/2022 19:01:11 period 12 volume:349.893196648868
 trade date 18/06/2022 19:01:11 period 13 volume:830.210510096611
 trade date 18/06/2022 19:01:11 period 14 volume:441.627118942154
 trade date 18/06/2022 19:01:11 period 15 volume:468.442096593064
 trade date 18/06/2022 19:01:11 period 16 volume:744.601116396767
 trade date 18/06/2022 19:01:11 period 17 volume:559.979143347582
 trade date 18/06/2022 19:01:11 period 18 volume:865.62222981156
 trade date 18/06/2022 19:01:11 period 19 volume:335.555794805081
 trade date 18/06/2022 19:01:11 period 20 volume:384.378768216995
 trade date 18/06/2022 19:01:11 period 21 volume:190.616258508813
 trade date 18/06/2022 19:01:11 period 22 volume:608.675252929644
 trade date 18/06/2022 19:01:11 period 23 volume:413.614174078039
 trade date 18/06/2022 19:01:11 period 24 volume:832.931264691489
 trade date 18/06/2022 19:01:11 period 1 volume:896.035969674604
 trade date 18/06/2022 19:01:11 period 2 volume:234.528713968829
 trade date 18/06/2022 19:01:11 period 3 volume:84.5962451233511
 trade date 18/06/2022 19:01:11 period 4 volume:290.499705490889
 trade date 18/06/2022 19:01:11 period 5 volume:728.09774555643
 trade date 18/06/2022 19:01:11 period 6 volume:635.447169949975
 trade date 18/06/2022 19:01:11 period 7 volume:430.876058261318
 trade date 18/06/2022 19:01:11 period 8 volume:596.693194283495
 trade date 18/06/2022 19:01:11 period 9 volume:759.955289196202
 trade date 18/06/2022 19:01:11 period 10 volume:897.772646927169
 trade date 18/06/2022 19:01:11 period 11 volume:780.99492135504
 trade date 18/06/2022 19:01:11 period 12 volume:797.981599251731
 trade date 18/06/2022 19:01:11 period 13 volume:262.642760417723
 trade date 18/06/2022 19:01:11 period 14 volume:131.003870224116
 trade date 18/06/2022 19:01:11 period 15 volume:984.552798319865
 trade date 18/06/2022 19:01:11 period 16 volume:915.700887756283
 trade date 18/06/2022 19:01:11 period 17 volume:120.302383378289
 trade date 18/06/2022 19:01:11 period 18 volume:630.446461322925
 trade date 18/06/2022 19:01:11 period 19 volume:643.624547237356
 trade date 18/06/2022 19:01:11 period 20 volume:409.167037536002
 trade date 18/06/2022 19:01:11 period 21 volume:604.634136708749
 trade date 18/06/2022 19:01:11 period 22 volume:253.364613863344
 trade date 18/06/2022 19:01:11 period 23 volume:619.835542337892
 trade date 18/06/2022 19:01:11 period 24 volume:387.995687959714
 trade date 18/06/2022 19:01:11 period 1 volume:731.78609587801
 trade date 18/06/2022 19:01:11 period 2 volume:191.790583167128
 trade date 18/06/2022 19:01:11 period 3 volume:415.389746155306
 trade date 18/06/2022 19:01:11 period 4 volume:518.305113780454
 trade date 18/06/2022 19:01:11 period 5 volume:168.972277626848
 trade date 18/06/2022 19:01:11 period 6 volume:863.716833695637
 trade date 18/06/2022 19:01:11 period 7 volume:747.155289513597
 trade date 18/06/2022 19:01:11 period 8 volume:101.800579625089
 trade date 18/06/2022 19:01:11 period 9 volume:466.518953194152
 trade date 18/06/2022 19:01:11 period 10 volume:365.881704430041
 trade date 18/06/2022 19:01:11 period 11 volume:293.943101677086
 trade date 18/06/2022 19:01:11 period 12 volume:215.271920065988
 trade date 18/06/2022 19:01:11 period 13 volume:410.922871162613
 trade date 18/06/2022 19:01:11 period 14 volume:753.7619125814
 trade date 18/06/2022 19:01:11 period 15 volume:407.586636677192
 trade date 18/06/2022 19:01:11 period 16 volume:546.694803771886
 trade date 18/06/2022 19:01:11 period 17 volume:364.995458798947
 trade date 18/06/2022 19:01:11 period 18 volume:403.789032438672
 trade date 18/06/2022 19:01:11 period 19 volume:792.089717365843
 trade date 18/06/2022 19:01:11 period 20 volume:317.010379078337
 trade date 18/06/2022 19:01:11 period 21 volume:974.475884332543
 trade date 18/06/2022 19:01:11 period 22 volume:243.788449672884
 trade date 18/06/2022 19:01:11 period 23 volume:174.287675495393
 trade date 18/06/2022 19:01:11 period 24 volume:521.158097088876
 trade date 18/06/2022 19:01:11 period 1 volume:81.0589716215893
 trade date 18/06/2022 19:01:11 period 2 volume:428.167833680365
 trade date 18/06/2022 19:01:11 period 3 volume:418.701371838665
 trade date 18/06/2022 19:01:11 period 4 volume:103.170592385889
 trade date 18/06/2022 19:01:11 period 5 volume:340.109107708609
 trade date 18/06/2022 19:01:11 period 6 volume:635.22595895232
 trade date 18/06/2022 19:01:11 period 7 volume:442.65490185593
 trade date 18/06/2022 19:01:11 period 8 volume:374.076924460976
 trade date 18/06/2022 19:01:11 period 9 volume:875.105288287208
 trade date 18/06/2022 19:01:11 period 10 volume:692.297988893603
 trade date 18/06/2022 19:01:11 period 11 volume:560.225103777007
 trade date 18/06/2022 19:01:11 period 12 volume:202.702869755543
 trade date 18/06/2022 19:01:11 period 13 volume:537.617005658158
 trade date 18/06/2022 19:01:11 period 14 volume:997.888599521429
 trade date 18/06/2022 19:01:11 period 15 volume:24.0607634298786
 trade date 18/06/2022 19:01:11 period 16 volume:725.913816469681
 trade date 18/06/2022 19:01:11 period 17 volume:118.929527755328
 trade date 18/06/2022 19:01:11 period 18 volume:215.813485540363
 trade date 18/06/2022 19:01:11 period 19 volume:837.335104978334
 trade date 18/06/2022 19:01:11 period 20 volume:630.889152004798
 trade date 18/06/2022 19:01:11 period 21 volume:410.60855538147
 trade date 18/06/2022 19:01:11 period 22 volume:741.817023484882
 trade date 18/06/2022 19:01:11 period 23 volume:954.480007269643
 trade date 18/06/2022 19:01:11 period 24 volume:331.616098681286
 trade date 18/06/2022 19:01:11 period 1 volume:94.0216687014427
 trade date 18/06/2022 19:01:11 period 2 volume:478.955463729312
 trade date 18/06/2022 19:01:11 period 3 volume:76.9543131240431
 trade date 18/06/2022 19:01:11 period 4 volume:556.880318819024
 trade date 18/06/2022 19:01:11 period 5 volume:609.909816463436
 trade date 18/06/2022 19:01:11 period 6 volume:168.110922988556
 trade date 18/06/2022 19:01:11 period 7 volume:43.8832608255945
 trade date 18/06/2022 19:01:11 period 8 volume:107.386201204446
 trade date 18/06/2022 19:01:11 period 9 volume:461.798410146403
 trade date 18/06/2022 19:01:11 period 10 volume:120.703733116716
 trade date 18/06/2022 19:01:11 period 11 volume:673.386863280733
 trade date 18/06/2022 19:01:11 period 12 volume:40.8646548357162
 trade date 18/06/2022 19:01:11 period 13 volume:161.348686628672
 trade date 18/06/2022 19:01:11 period 14 volume:887.615526974022
 trade date 18/06/2022 19:01:11 period 15 volume:188.544510020197
 trade date 18/06/2022 19:01:11 period 16 volume:942.594983122589
 trade date 18/06/2022 19:01:11 period 17 volume:253.082608921958
 trade date 18/06/2022 19:01:11 period 18 volume:525.847113470476
 trade date 18/06/2022 19:01:11 period 19 volume:491.518507474809
 trade date 18/06/2022 19:01:11 period 20 volume:34.1320298771057
 trade date 18/06/2022 19:01:11 period 21 volume:374.10372233675
 trade date 18/06/2022 19:01:11 period 22 volume:301.423764927976
 trade date 18/06/2022 19:01:11 period 23 volume:10.2750458802446
 trade date 18/06/2022 19:01:11 period 24 volume:889.192493580837
 trade date 18/06/2022 19:01:11 period 1 volume:372.952272823524
 trade date 18/06/2022 19:01:11 period 2 volume:765.337337630492
 trade date 18/06/2022 19:01:11 period 3 volume:328.446153704285
 trade date 18/06/2022 19:01:11 period 4 volume:130.698632044112
 trade date 18/06/2022 19:01:11 period 5 volume:906.082560264544
 trade date 18/06/2022 19:01:11 period 6 volume:953.897613079239
 trade date 18/06/2022 19:01:11 period 7 volume:384.417145226345
 trade date 18/06/2022 19:01:11 period 8 volume:774.20013247719
 trade date 18/06/2022 19:01:11 period 9 volume:251.030024723629
 trade date 18/06/2022 19:01:11 period 10 volume:656.675925784128
 trade date 18/06/2022 19:01:11 period 11 volume:345.663169559866
 trade date 18/06/2022 19:01:11 period 12 volume:103.279363412074
 trade date 18/06/2022 19:01:11 period 13 volume:552.109477367303
 trade date 18/06/2022 19:01:11 period 14 volume:677.715557942966
 trade date 18/06/2022 19:01:11 period 15 volume:245.872121884428
 trade date 18/06/2022 19:01:11 period 16 volume:584.927202474758
 trade date 18/06/2022 19:01:11 period 17 volume:885.131748339688
 trade date 18/06/2022 19:01:11 period 18 volume:399.625595845108
 trade date 18/06/2022 19:01:11 period 19 volume:30.5691394165946
 trade date 18/06/2022 19:01:11 period 20 volume:720.676787533181
 trade date 18/06/2022 19:01:11 period 21 volume:599.877321906331
 trade date 18/06/2022 19:01:11 period 22 volume:922.947759704174
 trade date 18/06/2022 19:01:11 period 23 volume:809.289715629672
 trade date 18/06/2022 19:01:11 period 24 volume:681.686377004574
 trade date 18/06/2022 19:01:11 period 1 volume:81.5867092840312
 trade date 18/06/2022 19:01:11 period 2 volume:916.826292833698
 trade date 18/06/2022 19:01:11 period 3 volume:316.369450332769
 trade date 18/06/2022 19:01:11 period 4 volume:814.959803044312
 trade date 18/06/2022 19:01:11 period 5 volume:875.421132834359
 trade date 18/06/2022 19:01:11 period 6 volume:600.429943110994
 trade date 18/06/2022 19:01:11 period 7 volume:642.883980946096
 trade date 18/06/2022 19:01:11 period 8 volume:568.542334515854
 trade date 18/06/2022 19:01:11 period 9 volume:220.832852749542
 trade date 18/06/2022 19:01:11 period 10 volume:178.612954997743
 trade date 18/06/2022 19:01:11 period 11 volume:880.967726875547
 trade date 18/06/2022 19:01:11 period 12 volume:287.905998196409
 trade date 18/06/2022 19:01:11 period 13 volume:484.913977554494
 trade date 18/06/2022 19:01:11 period 14 volume:6.0371034806767
 trade date 18/06/2022 19:01:11 period 15 volume:730.357942511494
 trade date 18/06/2022 19:01:11 period 16 volume:404.885767681937
 trade date 18/06/2022 19:01:11 period 17 volume:23.4039700699057
 trade date 18/06/2022 19:01:11 period 18 volume:2.70086899525526
 trade date 18/06/2022 19:01:11 period 19 volume:523.290833701981
 trade date 18/06/2022 19:01:11 period 20 volume:362.294589803691
 trade date 18/06/2022 19:01:11 period 21 volume:880.498198736691
 trade date 18/06/2022 19:01:11 period 22 volume:429.795127562152
 trade date 18/06/2022 19:01:11 period 23 volume:436.512180341646
 trade date 18/06/2022 19:01:11 period 24 volume:544.680756770391
Service is recall at 18/06/2022 19:09:31
 trade date 18/06/2022 19:09:31 period 1 volume:182.396305809913
 trade date 18/06/2022 19:09:31 period 2 volume:543.563185978477
 trade date 18/06/2022 19:09:31 period 3 volume:545.527680565383
 trade date 18/06/2022 19:09:31 period 4 volume:474.968577024978
 trade date 18/06/2022 19:09:31 period 5 volume:125.529496057671
 trade date 18/06/2022 19:09:31 period 6 volume:259.237717957812
 trade date 18/06/2022 19:09:31 period 7 volume:549.394199414828
 trade date 18/06/2022 19:09:31 period 8 volume:885.344888495908
 trade date 18/06/2022 19:09:31 period 9 volume:699.877298762965
 trade date 18/06/2022 19:09:31 period 10 volume:59.0537213995372
 trade date 18/06/2022 19:09:31 period 11 volume:522.424431295332
 trade date 18/06/2022 19:09:31 period 12 volume:199.820729996926
 trade date 18/06/2022 19:09:31 period 13 volume:938.190673914827
 trade date 18/06/2022 19:09:31 period 14 volume:548.252129716916
 trade date 18/06/2022 19:09:31 period 15 volume:459.871890237495
 trade date 18/06/2022 19:09:31 period 16 volume:412.048739107348
 trade date 18/06/2022 19:09:31 period 17 volume:57.0830712360717
 trade date 18/06/2022 19:09:31 period 18 volume:272.255516272157
 trade date 18/06/2022 19:09:31 period 19 volume:950.055798026759
 trade date 18/06/2022 19:09:31 period 20 volume:421.744961022281
 trade date 18/06/2022 19:09:31 period 21 volume:441.338448525098
 trade date 18/06/2022 19:09:31 period 22 volume:753.312691931293
 trade date 18/06/2022 19:09:31 period 23 volume:789.252198203119
 trade date 18/06/2022 19:09:31 period 24 volume:505.437733375206
 trade date 18/06/2022 19:09:31 period 1 volume:253.600418220088
 trade date 18/06/2022 19:09:31 period 2 volume:262.411682057386
 trade date 18/06/2022 19:09:31 period 3 volume:440.365474876187
 trade date 18/06/2022 19:09:31 period 4 volume:102.377827326943
 trade date 18/06/2022 19:09:31 period 5 volume:883.218553328523
 trade date 18/06/2022 19:09:31 period 6 volume:991.739763874439
 trade date 18/06/2022 19:09:31 period 7 volume:118.340661338689
 trade date 18/06/2022 19:09:31 period 8 volume:375.358511402904
 trade date 18/06/2022 19:09:31 period 9 volume:705.075611688697
 trade date 18/06/2022 19:09:31 period 10 volume:159.17597532234
 trade date 18/06/2022 19:09:31 period 11 volume:354.563570746483
 trade date 18/06/2022 19:09:31 period 12 volume:756.005790436643
 trade date 18/06/2022 19:09:31 period 13 volume:777.537851956458
 trade date 18/06/2022 19:09:31 period 14 volume:719.525851644355
 trade date 18/06/2022 19:09:31 period 15 volume:596.546713540585
 trade date 18/06/2022 19:09:31 period 16 volume:371.900660624681
 trade date 18/06/2022 19:09:31 period 17 volume:798.519951663222
 trade date 18/06/2022 19:09:31 period 18 volume:583.760048534609
 trade date 18/06/2022 19:09:31 period 19 volume:472.689601812833
 trade date 18/06/2022 19:09:31 period 20 volume:368.933806367653
 trade date 18/06/2022 19:09:31 period 21 volume:669.196964553183
 trade date 18/06/2022 19:09:31 period 22 volume:933.891693099352
 trade date 18/06/2022 19:09:31 period 23 volume:639.465769119312
 trade date 18/06/2022 19:09:31 period 24 volume:507.940230661975
 trade date 18/06/2022 19:09:31 period 1 volume:261.022884520247
 trade date 18/06/2022 19:09:31 period 2 volume:226.875146025268
 trade date 18/06/2022 19:09:31 period 3 volume:766.470138806137
 trade date 18/06/2022 19:09:31 period 4 volume:477.612049075594
 trade date 18/06/2022 19:09:31 period 5 volume:140.740768583836
 trade date 18/06/2022 19:09:31 period 6 volume:793.728527982593
 trade date 18/06/2022 19:09:31 period 7 volume:850.362942950038
 trade date 18/06/2022 19:09:31 period 8 volume:383.282403640115
 trade date 18/06/2022 19:09:31 period 9 volume:830.122311054786
 trade date 18/06/2022 19:09:31 period 10 volume:933.162755301764
 trade date 18/06/2022 19:09:31 period 11 volume:569.994802852159
 trade date 18/06/2022 19:09:31 period 12 volume:677.002212813591
 trade date 18/06/2022 19:09:31 period 13 volume:622.045819471611
 trade date 18/06/2022 19:09:31 period 14 volume:915.823413485579
 trade date 18/06/2022 19:09:31 period 15 volume:653.738241947134
 trade date 18/06/2022 19:09:31 period 16 volume:650.984643330325
 trade date 18/06/2022 19:09:31 period 17 volume:331.66474119372
 trade date 18/06/2022 19:09:31 period 18 volume:962.456164398443
 trade date 18/06/2022 19:09:31 period 19 volume:896.624153897457
 trade date 18/06/2022 19:09:31 period 20 volume:464.655440982736
 trade date 18/06/2022 19:09:31 period 21 volume:916.78381148576
 trade date 18/06/2022 19:09:31 period 22 volume:419.698057425999
 trade date 18/06/2022 19:09:31 period 23 volume:433.98011030349
 trade date 18/06/2022 19:09:31 period 24 volume:256.002427663655
 trade date 18/06/2022 19:09:31 period 1 volume:203.132441361962
 trade date 18/06/2022 19:09:31 period 2 volume:536.329531826232
 trade date 18/06/2022 19:09:31 period 3 volume:31.5420399566842
 trade date 18/06/2022 19:09:31 period 4 volume:21.5098857979802
 trade date 18/06/2022 19:09:31 period 5 volume:419.048585192789
 trade date 18/06/2022 19:09:31 period 6 volume:664.476170979662
 trade date 18/06/2022 19:09:31 period 7 volume:854.974485400587
 trade date 18/06/2022 19:09:31 period 8 volume:967.950187142915
 trade date 18/06/2022 19:09:31 period 9 volume:893.852000540985
 trade date 18/06/2022 19:09:31 period 10 volume:668.051166771004
 trade date 18/06/2022 19:09:31 period 11 volume:424.794721614939
 trade date 18/06/2022 19:09:31 period 12 volume:181.165978396854
 trade date 18/06/2022 19:09:31 period 13 volume:449.390710540763
 trade date 18/06/2022 19:09:31 period 14 volume:190.656541935474
 trade date 18/06/2022 19:09:31 period 15 volume:425.222524639788
 trade date 18/06/2022 19:09:31 period 16 volume:170.169169162479
 trade date 18/06/2022 19:09:31 period 17 volume:769.89296533628
 trade date 18/06/2022 19:09:31 period 18 volume:966.353520735332
 trade date 18/06/2022 19:09:31 period 19 volume:904.674147211329
 trade date 18/06/2022 19:09:31 period 20 volume:793.388408978185
 trade date 18/06/2022 19:09:31 period 21 volume:107.80703653945
 trade date 18/06/2022 19:09:31 period 22 volume:980.35144711861
 trade date 18/06/2022 19:09:31 period 23 volume:462.507007858952
 trade date 18/06/2022 19:09:31 period 24 volume:150.52377067065
Service is stopped at 18/06/2022 19:10:08
Service is started at 18/06/2022 19:24:39
Service is recall at 18/06/2022 19:33:01
 trade date 18/06/2022 19:33:02 period 1 volume:30.181419118392
 trade date 18/06/2022 19:33:02 period 2 volume:420.082893883848
 trade date 18/06/2022 19:33:02 period 3 volume:493.790937817558
 trade date 18/06/2022 19:33:02 period 4 volume:547.322375954745
 trade date 18/06/2022 19:33:02 period 5 volume:323.835564928053
 trade date 18/06/2022 19:33:02 period 6 volume:915.918594187088
 trade date 18/06/2022 19:33:02 period 7 volume:783.540162157053
 trade date 18/06/2022 19:33:02 period 8 volume:820.588294798782
 trade date 18/06/2022 19:33:02 period 9 volume:347.9068923499
 trade date 18/06/2022 19:33:02 period 10 volume:405.506335387708
 trade date 18/06/2022 19:33:02 period 11 volume:514.181508456441
 trade date 18/06/2022 19:33:02 period 12 volume:983.625331420277
 trade date 18/06/2022 19:33:02 period 13 volume:587.561043252964
 trade date 18/06/2022 19:33:02 period 14 volume:406.698502789577
 trade date 18/06/2022 19:33:02 period 15 volume:710.329304780033
 trade date 18/06/2022 19:33:02 period 16 volume:58.8495200773932
 trade date 18/06/2022 19:33:02 period 17 volume:14.513999696129
 trade date 18/06/2022 19:33:02 period 18 volume:392.167698774565
 trade date 18/06/2022 19:33:02 period 19 volume:885.341099875672
 trade date 18/06/2022 19:33:02 period 20 volume:691.738045165193
 trade date 18/06/2022 19:33:02 period 21 volume:868.867444279076
 trade date 18/06/2022 19:33:02 period 22 volume:326.155713445579
 trade date 18/06/2022 19:33:02 period 23 volume:425.33311360764
 trade date 18/06/2022 19:33:02 period 24 volume:915.528374219094
 trade date 18/06/2022 19:33:02 period 1 volume:753.090391286225
 trade date 18/06/2022 19:33:02 period 2 volume:232.988719005598
 trade date 18/06/2022 19:33:02 period 3 volume:846.409378501777
